GeneName	n_homAA	n_hetRA
LRRN3	0	2
LRRN4	0	5646
LRRN4CL	0	7695
LRRTM1	0	2
LRRTM2	0	1
LRRTM3	0	299
LRRTM4	0	0
LRSAM1	0	1685
LRTM1	7	3
LRTM2	0	3372
LRTOMT	0	14
LRWD1	0	0
LSAMP	28	4780
LSG1	0	33
LSM1	0	15727
LSM10	0	0
LSM11	0	0
LSM12	0	2
LSM14A	0	0
LSM14B	0	0
LSM2	128	0
LSM3	0	35
LSM4	82	0
LSM5	0	0
LSM6	0	71
LSM7	0	261
LSM8	0	3426
LSMEM1	0	1246
LSMEM2	0	0
LSP1	0	1
LSR	0	0
LSS	21	0
LST1	0	4
LTA	0	12
LTA4H	0	0
LTB	0	0
LTB4R	0	157
LTB4R2	0	0
LTBP1	0	0
LTBP2	0	483
LTBP3	0	78
LTBP4	0	0
LTBR	0	0
LTC4S	0	782
LTF	1	0
LTK	0	20905
LTN1	0	89
LTO1	0	0
LTV1	0	0
LUC7L	0	0
LUC7L2	0	4121
LUC7L3	0	11
LUM	0	7725
LURAP1	0	907
LURAP1L	128	4
LUZP1	0	530
LUZP2	0	0
LUZP4	0	19
LVRN	0	524
LXN	0	0
LY6D	0	0
LY6E	0	0
LY6G5B	0	31
LY6G5C	0	61
LY6G6C	0	15
LY6G6D	0	0
LY6G6E	0	0
LY6G6F	0	0
LY6G6F-LY6G6D	6	0
LY6H	0	305
LY6K	0	168
LY6L	0	2434
LY75	0	0
LY75-CD302	0	4125
LY86	0	1715
LY9	0	0
LY96	0	1
LYAR	0	6589
LYG1	0	21
LYG2	0	0
LYL1	0	0
LYN	0	0
LYNX1	17	39
LYNX1-SLURP2	0	19
LYPD1	0	0
LYPD2	0	0
LYPD3	0	1240
LYPD4	2	1432
LYPD5	0	0
LYPD6	0	1
LYPD6B	0	0
LYPD8	0	0
LYPLA1	0	0
LYPLA2	0	949
LYPLAL1	0	22
LYRM1	0	0
LYRM2	0	0
LYRM4	0	451
LYRM7	0	31
LYRM9	0	2682
LYSMD1	0	268
LYSMD2	0	0
LYSMD3	0	99
LYSMD4	0	5
LYST	0	51
LYVE1	0	0
LYZ	0	952
LYZL1	0	0
LYZL2	0	317
LYZL4	0	1075
LYZL6	0	4
LZIC	0	7221
LZTFL1	0	0
LZTR1	0	0
LZTS1	0	1
LZTS2	0	605
LZTS3	0	0
M1AP	0	531
M6PR	0	0
MAATS1	0	3
MAB21L1	0	8
MAB21L2	0	1124
MAB21L3	0	0
MAB21L4	0	0
MACC1	0	145
MACF1	0	0
MACIR	2	0
MACO1	0	0
MACROD1	0	0
MACROD2	0	113
MACROH2A1	0	0
MACROH2A2	0	0
MAD1L1	0	5329
MAD2L1	0	5
MAD2L1BP	0	14
MAD2L2	0	4209
MADCAM1	0	0
MADD	0	5
MAEA	0	0
MAEL	0	17
MAF	0	27
MAF1	0	631
MAFA	0	214
MAFB	0	0
MAFF	0	0
MAFG	0	0
MAFK	0	0
MAG	0	23
MAGEA1	2	0
MAGEA10	0	0
MAGEA11	0	0
MAGEA12	0	100
MAGEA2	30	90
MAGEA2B	0	0
MAGEA3	43	1
MAGEA4	0	3203
MAGEA6	0	41
MAGEA8	0	9
MAGEA9	0	0
MAGEA9B	0	143
MAGEB1	0	8
MAGEB10	0	0
MAGEB16	46	570
MAGEB17	0	4383
MAGEB18	0	0
MAGEB2	0	95
MAGEB3	0	96
MAGEB4	0	0
MAGEB5	0	3647
MAGEB6	0	0
MAGEB6B	0	3
MAGEC1	12	4735
MAGEC2	0	7
MAGEC3	0	1242
MAGED1	0	0
MAGED2	0	5
MAGED4	0	2
MAGED4B	0	529
MAGEE1	0	1
MAGEE2	0	1426
MAGEF1	0	0
MAGEH1	0	29
MAGEL2	0	950
MAGI1	0	1198
MAGI2	0	20
MAGI3	28	0
MAGIX	0	0
MAGOH	0	0
MAGOHB	26	5
MAGT1	0	4
MAIP1	0	0
MAJIN	4	0
MAK	0	283
MAK16	4	0
MAL	0	0
MAL2	0	83
MALL	0	0
MALRD1	0	5095
MALSU1	0	0
MALT1	0	7010
MAMDC2	4	327
MAMDC4	0	430
MAML1	0	12912
MAML2	0	100
MAML3	26	0
MAMLD1	0	0
MAMSTR	0	2379
MAN1A1	0	7
MAN1A2	0	483
MAN1B1	0	0
MAN1C1	0	59
MAN2A1	0	402
MAN2A2	0	5
MAN2B1	3	8614
MAN2B2	0	186
MAN2C1	0	2278
MANBA	0	0
MANBAL	0	1213
MANEA	0	0
MANEAL	0	40
MANF	0	0
MANSC1	0	174
MANSC4	0	8116
MAOA	0	0
MAOB	0	1467
MAP10	0	402
MAP11	128	1
MAP1A	0	2764
MAP1B	0	0
MAP1LC3A	0	9
MAP1LC3B	15	355
MAP1LC3B2	0	3376
MAP1LC3C	0	0
MAP1S	0	0
MAP2	68	526
MAP2K1	19	0
MAP2K2	0	0
MAP2K3	0	0
MAP2K4	0	1520
MAP2K5	0	0
MAP2K6	42	13575
MAP2K7	0	0
MAP3K1	0	0
MAP3K10	0	0
MAP3K11	0	0
MAP3K12	0	0
MAP3K13	0	3
MAP3K14	12	62
MAP3K15	0	0
MAP3K19	0	1
MAP3K2	0	0
MAP3K20	0	0
MAP3K21	8	1678
MAP3K3	0	106
MAP3K4	0	20
MAP3K5	0	27
MAP3K6	0	0
MAP3K7	0	1037
MAP3K7CL	0	39
MAP3K8	1	0
MAP3K9	0	41
MAP4	0	0
MAP4K1	0	3
MAP4K2	0	0
MAP4K3	0	2
MAP4K4	0	0
MAP4K5	0	1923
MAP6	0	1837
MAP6D1	5	0
MAP7	0	163
MAP7D1	0	1
MAP7D2	0	5294
MAP7D3	0	0
MAP9	0	95
MAPK1	9	10
MAPK10	0	0
MAPK11	0	1170
MAPK12	0	1149
MAPK13	3	0
MAPK14	2	354
MAPK15	0	32006
MAPK1IP1L	1	0
MAPK3	0	0
MAPK4	6	0
MAPK6	4	0
MAPK7	0	0
MAPK8	0	49
MAPK8IP1	0	111
MAPK8IP2	0	0
MAPK8IP3	0	0
MAPK9	0	21
MAPKAP1	0	2
MAPKAPK2	0	3
MAPKAPK3	0	92
MAPKAPK5	0	326
MAPKBP1	0	131
MAPRE1	5	110
MAPRE2	0	5
MAPRE3	0	1
MAPT	0	0
MARCHF1	0	63
MARCHF10	0	4
MARCHF11	0	0
MARCHF2	0	2945
MARCHF3	2	0
MARCHF4	0	5
MARCHF5	0	131
MARCHF6	0	3572
MARCHF7	0	91
MARCHF8	0	1
MARCHF9	0	0
MARCKS	0	4792
MARCKSL1	55	668
MARCO	0	0
MARCOL	0	2
MARF1	0	0
MARK1	0	382
MARK2	0	4277
MARK3	0	11
MARK4	0	0
MARS1	19	0
MARS2	0	3
MARVELD1	5	7
MARVELD2	0	6
MARVELD3	90	0
MAS1	0	1
MAS1L	0	0
MASP1	0	0
MASP2	0	547
MAST1	0	0
MAST2	0	3991
MAST3	0	398
MAST4	36	255
MASTL	0	1076
MAT1A	0	35106
MAT2A	12	337
MAT2B	0	26
MATK	0	744
MATN1	0	0
MATN2	0	0
MATN3	0	0
MATN4	0	268
MATR3	0	0
MAU2	0	10791
MAVS	0	9539
MAX	49	0
MAZ	0	0
MB	0	0
MB21D2	0	1269
MBD1	0	3
MBD2	0	0
MBD3	0	8122
MBD3L1	0	0
MBD3L2	0	0
MBD3L2B	0	551
MBD3L3	0	4483
MBD3L4	0	1
MBD3L5	11	0
MBD4	0	0
MBD5	0	0
MBD6	0	0
MBIP	4	966
MBL2	0	2638
MBLAC1	0	0
MBLAC2	0	26
MBNL1	0	1
MBNL2	0	0
MBNL3	0	217
MBOAT1	0	0
MBOAT2	0	888
MBOAT4	0	0
MBOAT7	0	548
MBP	0	16
MBTD1	0	0
MBTPS1	0	130
MBTPS2	0	129
MC1R	1	0
MC2R	0	12
MC3R	0	3
MC4R	0	0
MC5R	0	0
MCAM	0	9303
MCAT	0	741
MCC	12	0
MCCC1	0	17
MCCC2	0	1218
MCCD1	0	0
MCEE	0	862
MCEMP1	0	560
MCF2	0	0
MCF2L	0	47
MCF2L2	0	16
MCFD2	0	0
MCHR1	0	9347
MCHR2	0	0
MCIDAS	0	69
MCL1	0	1
MCM10	0	789
MCM2	0	0
MCM3	0	14
MCM3AP	0	222
MCM4	0	0
MCM5	0	0
MCM6	0	0
MCM7	0	566
MCM8	0	0
MCM9	0	0
MCMBP	0	148
MCMDC2	0	0
MCOLN1	0	1596
MCOLN2	0	23
MCOLN3	0	105
MCPH1	0	1832
MCRIP1	0	92
MCRIP2	0	0
MCRS1	0	2
MCTP1	0	0
MCTP2	0	102
MCTS1	0	0
MCTS2P	0	3
MCU	0	255
MCUB	0	0
MCUR1	0	1560
MDC1	0	53
MDFI	157	3196
MDFIC	0	1181
MDFIC2	121	160
MDGA1	0	3
MDGA2	0	0
MDH1	0	31
MDH1B	0	67
MDH2	0	110
MDK	0	210
MDM1	0	3701
MDM2	0	142
MDM4	0	0
MDN1	13	676
MDP1	55	0
ME1	0	0
ME2	0	21
ME3	0	2
MEA1	0	9
MEAF6	0	1
MEAK7	0	162
MECOM	0	0
MECP2	0	0
MECR	0	0
MED1	0	0
MED10	0	373
MED11	15	119
MED12	0	62
MED12L	0	2311
MED13	1	9
MED13L	0	0
MED14	0	0
MED15	0	2776
MED16	0	4
MED17	0	21
MED18	0	59
MED19	0	0
MED20	0	0
MED21	0	194
MED22	1	11
MED23	2	2085
MED24	0	4
MED25	0	0
MED26	0	0
MED27	0	0
MED28	0	2
MED29	85	1946
MED30	0	0
MED31	1	141
MED4	0	0
MED6	0	1
MED7	0	0
MED8	0	4771
MED9	0	206
MEDAG	0	8462
MEF2A	0	0
MEF2B	0	67
MEF2C	21	2
MEF2D	97	659
MEFV	3	0
MEGF10	0	0
MEGF11	0	1
MEGF6	0	5490
MEGF8	0	6
MEGF9	0	2
MEI1	0	29
MEI4	0	1
MEIG1	0	0
MEIKIN	0	0
MEIOB	0	5
MEIOC	0	139
MEIS1	0	3
MEIS2	0	2
MEIS3	3	22
MELK	0	0
MELTF	0	0
MEMO1	0	1
MEN1	0	0
MEOX1	0	12340
MEOX2	0	372
MEP1A	0	0
MEP1B	0	3
MEPCE	0	141
MEPE	0	4
MERTK	0	30
MESD	0	28
MESP1	0	1127
MESP2	0	10
MEST	0	0
MET	0	724
METAP1	0	338
METAP1D	0	0
METAP2	0	0
METRN	0	2170
METRNL	2	11521
METTL1	0	0
METTL11B	1	0
METTL14	23	4074
METTL15	0	0
METTL16	0	291
METTL17	0	174
METTL18	0	13992
METTL21A	0	0
METTL21C	0	3578
METTL22	0	332
METTL23	0	0
METTL24	0	0
METTL25	0	0
METTL26	0	19
METTL27	0	10
METTL2A	0	2
METTL2B	0	0
METTL3	0	0
METTL4	0	4034
METTL5	0	7
METTL6	0	3
METTL7A	0	0
METTL7B	0	7
METTL8	250	0
METTL9	0	260
MEX3A	0	2
MEX3B	0	13124
MEX3C	0	3350
MEX3D	0	77
MFAP1	0	0
MFAP2	0	64
MFAP3	0	269
MFAP3L	0	12
MFAP4	0	6
MFAP5	0	1290
MFF	0	1
MFGE8	0	406
MFHAS1	0	8
MFN1	0	125
MFN2	0	5474
MFNG	0	0
MFRP	0	0
MFSD1	0	0
MFSD10	26	0
MFSD11	0	44
MFSD12	0	2825
MFSD13A	0	369
MFSD14A	0	0
MFSD14B	0	822
MFSD2A	0	0
MFSD2B	0	18067
MFSD3	0	0
MFSD4A	0	0
MFSD4B	0	0
MFSD5	0	8
MFSD6	0	8276
MFSD6L	0	0
MFSD8	0	132
MFSD9	0	1242
MGA	0	0
MGAM	0	1
MGAM2	0	0
MGARP	0	2
MGAT1	0	465
MGAT2	0	3532
MGAT3	0	55
MGAT4A	0	586
MGAT4B	0	185
MGAT4C	0	5925
MGAT4D	21	8
MGAT5	0	249
MGAT5B	0	94
MGLL	0	47
MGME1	0	0
MGMT	0	0
MGP	0	1981
MGRN1	90	0
MGST1	0	9017
MGST2	0	0
MGST3	0	2
MIA	255	0
MIA2	0	1951
MIA3	0	4
MIB1	0	0
MIB2	0	3
MICA	0	1618
MICAL1	0	3228
MICAL2	0	0
MICAL3	0	280
MICALL1	0	5710
MICALL2	113	278
MICB	0	0
MICOS10	0	57
MICOS13	0	4614
MICU1	0	3683
MICU2	0	0
MICU3	61	0
MID1	20	0
MID1IP1	0	638
MID2	0	43
MIDEAS	0	8
MIDN	0	0
MIEF1	0	0
MIEF2	23	8
MIEN1	0	0
MIER1	0	740
MIER2	0	368
MIER3	1	724
MIF	0	1617
MIF4GD	0	18
MIGA1	0	0
MIGA2	0	71
MIIP	0	190
MILR1	0	6
MINAR1	0	262
MINAR2	0	0
MINDY1	0	0
MINDY2	0	296
MINDY3	0	0
MINDY4	0	23
MINDY4B	0	75
MINK1	0	10774
MINPP1	0	0
MIOS	0	0
MIOX	5	0
MIP	97	163
MIPEP	0	11
MIPOL1	0	9320
MIS12	0	0
MIS18A	0	0
MIS18BP1	0	1806
MISP	0	257
MISP3	0	2621
MITD1	0	0
MITF	0	10
MIXL1	0	65
MKI67	0	221
MKKS	0	57
MKLN1	0	2
MKNK1	0	5
MKNK2	2	0
MKRN1	0	0
MKRN2	11	1
MKRN2OS	0	0
MKRN3	0	1911
MKS1	0	2101
MKX	0	0
MLANA	0	0
MLC1	0	0
MLEC	0	471
MLF1	0	0
MLF2	4	129
MLH1	49	9
MLH3	0	788
MLIP	0	0
MLKL	0	0
MLLT1	0	1325
MLLT10	0	3
MLLT11	0	801
MLLT3	0	3
MLLT6	0	0
MLN	0	295
MLNR	158	97
MLPH	0	31
MLST8	0	1
MLX	4	81
MLXIP	0	4684
MLXIPL	0	4
MLYCD	0	978
MMAA	0	1971
MMAB	0	3
MMACHC	0	347
MMADHC	0	453
MMD	0	77
MMD2	0	0
MME	0	0
MMEL1	0	15
MMGT1	0	0
MMP1	0	115
MMP10	0	1
MMP11	0	1780
MMP12	0	0
MMP13	0	1
MMP14	0	2
MMP15	73	542
MMP16	0	0
MMP17	0	0
MMP19	0	3
MMP2	0	2626
MMP20	0	1013
MMP21	0	1427
MMP23B	0	0
MMP24	0	3324
MMP24OS	0	646
MMP25	0	2985
MMP26	0	21
MMP27	0	501
MMP28	0	0
MMP3	13	2
MMP7	0	63
MMP8	0	0
MMP9	0	0
MMRN1	0	0
MMRN2	20	0
MMS19	0	305
MMS22L	0	297
MMUT	0	0
MN1	0	132
MNAT1	0	3
MND1	0	0
MNDA	0	630
MNS1	0	4548
MNT	0	0
MNX1	0	0
MOAP1	0	0
MOB1A	0	7
MOB1B	0	2590
MOB2	0	347
MOB3A	0	0
MOB3B	0	0
MOB3C	0	0
MOB4	0	3274
MOBP	0	517
MOCOS	0	304
MOCS1	0	351
MOCS2	0	0
MOCS3	9	84
MOG	0	0
MOGAT1	0	0
MOGAT2	0	2
MOGAT3	5	0
MOGS	0	12323
MOK	0	3
MON1A	0	451
MON1B	0	0
MON2	3	140
MORC1	0	737
MORC2	0	0
MORC3	0	18
MORC4	0	210
MORF4L1	0	231
MORF4L2	0	0
MORN1	0	0
MORN2	0	79
MORN3	2	1
MORN4	0	0
MORN5	0	1696
MOS	49	0
MOSMO	14	2089
MOSPD1	5	6
MOSPD2	0	2
MOSPD3	24	1
MOV10	0	11
MOV10L1	0	300
MOXD1	0	0
MPC1	0	8569
MPC1L	0	302
MPC2	0	8
MPDU1	0	0
MPDZ	0	0
MPEG1	0	37
MPG	0	1
MPHOSPH10	0	0
MPHOSPH6	0	0
MPHOSPH8	0	315
MPHOSPH9	229	168
MPI	0	9537
MPIG6B	0	1
MPL	9	2084
MPLKIP	0	0
MPND	0	364
MPO	32	0
MPP1	0	0
MPP2	0	6
MPP3	0	311
MPP4	17	328
MPP5	0	0
MPP6	1	217
MPP7	0	0
MPPE1	0	0
MPPED1	0	399
MPPED2	0	130
MPRIP	68	43
MPST	31	688
MPV17	0	954
MPV17L	0	0
MPV17L2	0	21
MPZ	0	0
MPZL1	139	0
MPZL2	0	15
MPZL3	0	0
MR1	0	161
MRAP	0	6
MRAP2	0	1440
MRAS	0	5
MRC1	0	428
MRC2	2	0
MRE11	0	0
MREG	106	0
MRFAP1	0	5
MRFAP1L1	0	0
MRGBP	0	0
MRGPRD	0	0
MRGPRE	0	1
MRGPRF	0	0
MRGPRG	0	1052
MRGPRX1	0	0
MRGPRX2	0	69
MRGPRX3	0	0
MRGPRX4	92	0
MRI1	0	1290
MRLN	0	0
MRM1	0	797
MRM2	0	0
MRM3	76	0
MRNIP	0	1138
MRO	0	0
MROH1	0	1
MROH2A	0	0
MROH2B	0	112
MROH6	0	18
MROH7	0	309
MROH8	24	155
MROH9	0	0
MRPL1	0	2
MRPL10	0	0
MRPL11	0	3
MRPL12	0	0
MRPL13	0	0
MRPL14	0	2
MRPL15	0	2
MRPL16	0	641
MRPL17	0	10110
MRPL18	0	0
MRPL19	0	0
MRPL2	0	3
MRPL20	0	1
MRPL21	0	0
MRPL22	0	10500
MRPL23	0	13
MRPL24	0	1
MRPL27	0	0
MRPL28	0	75
MRPL3	0	650
MRPL30	0	27
MRPL32	0	8281
MRPL33	0	0
MRPL34	0	12520
MRPL35	9	1142
MRPL36	0	0
MRPL37	0	0
MRPL38	0	0
MRPL39	0	0
MRPL4	0	57
MRPL40	0	3
MRPL41	0	0
MRPL42	0	897
MRPL43	1	215
MRPL44	0	0
MRPL45	0	608
MRPL46	0	19
MRPL47	0	34
MRPL48	0	6650
MRPL49	0	231
MRPL50	0	18
MRPL51	0	0
MRPL52	0	13
MRPL53	0	1559
MRPL54	0	0
MRPL55	0	0
MRPL57	0	11
MRPL58	10	8
MRPL9	0	0
MRPS10	0	1
MRPS11	0	0
MRPS12	0	0
MRPS14	0	141
MRPS15	0	0
MRPS16	0	0
MRPS17	0	1125
MRPS18A	0	134
MRPS18B	0	658
MRPS18C	0	220
MRPS2	0	0
MRPS21	0	0
MRPS22	0	3
MRPS23	0	0
MRPS24	2	1192
MRPS25	0	3240
MRPS26	5	1130
MRPS27	0	6251
MRPS28	0	0
MRPS30	0	133
MRPS31	0	185
MRPS33	0	493
MRPS34	0	0
MRPS35	0	58
MRPS36	0	0
MRPS5	0	87
MRPS6	0	21
MRPS7	0	72
MRPS9	73	18695
MRRF	1	94
MRS2	0	1
MRTFA	0	1
MRTFB	0	0
MRTO4	0	1
MRVI1	0	444
MS4A1	0	0
MS4A10	0	3
MS4A12	0	0
MS4A13	0	0
MS4A14	0	1818
MS4A15	1	0
MS4A18	0	10
MS4A2	0	0
MS4A3	14	0
MS4A4A	0	0
MS4A4E	0	0
MS4A5	0	34
MS4A6A	0	0
MS4A6E	0	284
MS4A7	16	0
MS4A8	0	14
MSANTD1	0	165
MSANTD2	0	43
MSANTD3	0	121
MSANTD3-TMEFF1	0	0
MSANTD4	0	240
MSC	0	0
MSGN1	0	0
MSH2	0	2
MSH3	0	5380
MSH4	0	1
MSH5	0	36
MSH6	0	0
MSI1	0	0
MSI2	0	59
MSL1	0	3557
MSL2	0	0
MSL3	0	1765
MSLN	0	2105
MSLNL	24	0
MSMB	0	3
MSMO1	0	1
MSMP	0	1851
MSN	0	0
MSR1	0	3
MSRA	39	2877
MSRB1	0	5239
MSRB2	30	371
MSRB3	0	1582
MSS51	0	0
MST1	0	0
MST1R	0	994
MSTN	17	0
MSTO1	0	0
MSX1	4	310
MSX2	0	0
MT1A	0	313
MT1B	0	0
MT1E	0	14
MT1F	0	4927
MT1G	0	0
MT1H	0	0
MT1HL1	0	0
MT1M	0	0
MT1X	0	5641
MT2A	0	6
MT3	0	1
MT4	0	1290
MTA1	0	0
MTA2	0	1592
MTA3	0	7
MTAP	0	3
MTARC1	0	0
MTARC2	0	2
MTBP	0	0
MTCH1	0	0
MTCH2	0	0
MTCL1	0	1
MTCP1	0	0
MTDH	0	0
MTERF1	0	0
MTERF2	0	0
MTERF3	0	0
MTERF4	0	82
MTF1	0	82
MTF2	0	619
MTFMT	0	268
MTFP1	1	1
MTFR1	0	6
MTFR1L	8	26
MTFR2	0	114
MTG1	0	1
MTG2	0	1
MTHFD1	0	0
MTHFD1L	0	0
MTHFD2	0	9
MTHFD2L	0	1151
MTHFR	0	1308
MTHFS	0	3230
MTHFSD	0	0
MTIF2	0	107
MTIF3	0	65
MTLN	0	3525
MTM1	0	3883
MTMR1	0	0
MTMR10	0	0
MTMR11	0	0
MTMR12	0	0
MTMR14	0	0
MTMR2	0	856
MTMR3	0	0
MTMR4	0	2
MTMR6	0	3
MTMR7	0	0
MTMR8	0	821
MTMR9	12	213
MTNR1A	0	0
MTNR1B	0	0
MTO1	0	1
MTOR	0	0
MTPAP	0	2
MTPN	0	0
MTR	0	0
MTRES1	0	0
MTREX	0	3
MTRF1	0	64
MTRF1L	0	1
MTRNR2L1	0	8
MTRNR2L10	0	19
MTRNR2L11	0	149
MTRNR2L12	0	457
MTRNR2L13	0	30
MTRNR2L3	0	3
MTRNR2L4	1	2
MTRNR2L5	4	0
MTRNR2L6	0	2
MTRNR2L7	0	96
MTRNR2L8	0	41
MTRR	0	2
MTSS1	0	8211
MTSS2	0	0
MTTP	0	322
MTURN	0	0
MTUS1	0	0
MTUS2	0	0
MTX1	0	1
MTX2	0	2858
MTX3	0	0
MUC1	0	4292
MUC12	0	11330
MUC13	0	327
MUC15	0	0
MUC16	0	0
MUC17	0	1
MUC19	0	0
MUC2	0	0
MUC20	0	0
MUC21	0	3647
MUC22	0	0
MUC3A	0	213
MUC4	0	390
MUC5AC	0	0
MUC5B	0	0
MUC6	18	194
MUC7	0	1
MUCL1	0	1
MUCL3	0	42
MUL1	0	711
MUS81	0	0
MUSK	0	10
MUSTN1	40	0
MUTYH	0	275
MVB12A	0	180
MVB12B	0	2
MVD	0	9
MVK	0	0
MVP	0	18
MX1	5	0
MX2	0	468
MXD1	0	0
MXD3	0	3770
MXD4	0	0
MXI1	0	994
MXRA5	0	2
MXRA7	0	0
MXRA8	0	2
MYADM	0	450
MYADML2	0	0
MYB	36	1
MYBBP1A	0	6647
MYBL1	0	27
MYBL2	0	113
MYBPC1	0	0
MYBPC2	57	0
MYBPC3	0	99
MYBPH	0	43
MYBPHL	0	0
MYC	0	0
MYCBP	0	0
MYCBP2	0	0
MYCBPAP	0	0
MYCL	0	8771
MYCN	0	187
MYCT1	0	1401
MYD88	0	0
MYDGF	3	1558
MYEF2	168	996
MYEOV	0	2
MYF5	0	0
MYF6	215	18
MYH1	0	0
MYH10	0	538
MYH11	0	0
MYH13	0	23
MYH14	0	6969
MYH15	0	4101
MYH2	0	0
MYH3	4	2587
MYH4	245	11126
MYH6	0	3
MYH7	0	30
MYH7B	0	0
MYH8	21	0
MYH9	0	0
MYL1	0	8
MYL10	0	0
MYL12A	0	0
MYL12B	0	0
MYL2	0	0
MYL3	0	5
MYL4	0	1
MYL5	330	322
MYL6	0	18
MYL6B	0	0
MYL7	0	0
MYL9	0	1
MYLIP	0	1
MYLK	0	167
MYLK2	0	0
MYLK3	0	49
MYLK4	0	18
MYLPF	0	0
MYMK	0	129
MYMX	0	17
MYNN	0	0
MYO10	0	2
MYO15A	0	0
MYO15B	0	0
MYO16	0	0
MYO18A	0	0
MYO18B	36	7
MYO19	156	257
MYO1A	0	0
MYO1B	0	0
MYO1C	0	0
MYO1D	0	4
MYO1E	0	33
MYO1F	0	0
MYO1G	0	7
MYO1H	0	639
MYO3A	24	1693
MYO3B	0	4
MYO5A	0	281
MYO5B	0	88
MYO5C	0	59
MYO6	0	0
MYO7A	0	19
MYO7B	0	0
MYO9A	0	821
MYO9B	0	0
MYOC	0	232
MYOCD	0	476
MYOCOS	0	0
MYOD1	0	0
MYOF	131	2305
MYOG	0	0
MYOM1	30	640
MYOM2	0	0
MYOM3	0	0
MYORG	0	0
MYOT	34	155
MYOZ1	0	3052
MYOZ2	0	10
MYOZ3	3	6477
MYPN	0	11
MYPOP	1	0
MYRF	4	0
MYRFL	0	26
MYRIP	0	0
MYSM1	0	0
MYT1	0	0
MYT1L	0	0
MYZAP	0	0
MZB1	0	32
MZF1	0	6553
MZT1	0	0
MZT2A	0	0
MZT2B	0	0
N4BP1	0	0
N4BP2	0	970
N4BP2L1	0	0
N4BP2L2	0	797
N4BP3	1	19
N6AMT1	0	0
NAA10	0	186
NAA11	0	0
NAA15	0	0
NAA16	0	0
NAA20	0	0
NAA25	0	9
NAA30	0	0
NAA35	0	0
NAA38	0	0
NAA40	0	81
NAA50	0	0
NAA60	0	781
NAA80	0	0
NAAA	0	0
NAALAD2	2	8894
NAALADL1	5	0
NAALADL2	0	731
NAB1	0	0
NAB2	0	0
NABP1	0	9
NABP2	0	242
NACA	0	0
NACA2	0	13983
NACAD	0	97
NACC1	0	5
NACC2	0	132
NADK	0	0
NADK2	0	75
NADSYN1	2	0
NAE1	0	0
NAF1	101	3978
NAGA	0	6
NAGK	0	10163
NAGLU	0	206
NAGPA	0	621
NAGS	0	148
NAIF1	0	0
NAIP	0	274
NALCN	0	281
NAMPT	0	0
NANOG	0	3
NANOGNB	0	2760
NANOGP8	0	0
NANOS1	0	3
NANOS2	0	0
NANOS3	0	3
NANP	0	1518
NANS	0	0
NAP1L1	0	2
NAP1L2	0	0
NAP1L3	0	516
NAP1L4	0	0
NAP1L5	241	0
NAPA	0	0
NAPB	0	0
NAPEPLD	0	273
NAPG	0	0
NAPRT	0	5098
NAPSA	0	0
NARF	0	156
NARS1	0	988
NARS2	265	1
NASP	0	2226
NAT1	0	1
NAT10	0	3709
NAT14	1	0
NAT16	0	0
NAT2	0	0
NAT8	0	5
NAT8L	0	34
NAT9	0	30
NATD1	0	0
NAV1	0	0
NAV2	0	5396
NAV3	181	0
NAXD	0	0
NAXE	0	158
NBAS	0	34
NBDY	0	20320
NBEA	0	561
NBEAL1	0	0
NBEAL2	0	0
NBL1	0	0
NBN	0	0
NBPF1	0	5
NBPF10	0	0
NBPF11	0	134
NBPF12	0	0
NBPF14	0	0
NBPF15	0	1949
NBPF19	0	1611
NBPF20	41	0
NBPF26	2	0
NBPF3	0	0
NBPF4	0	2
NBPF6	0	1549
NBPF9	0	150
NBR1	0	260
NCALD	0	183
NCAM1	0	1
NCAM2	0	505
NCAN	0	0
NCAPD2	0	16
NCAPD3	2	95
NCAPG	0	6407
NCAPG2	0	0
NCAPH	2	1148
NCAPH2	0	0
NCBP1	0	56
NCBP2	0	1130
NCBP2AS2	0	0
NCBP2L	0	0
NCBP3	0	936
NCCRP1	0	26
NCDN	0	1
NCEH1	1	1222
NCF1	0	61
NCF2	0	0
NCF4	0	179
NCK1	0	0
NCK2	0	16
NCKAP1	0	23
NCKAP1L	0	90
NCKAP5	0	349
NCKAP5L	0	10
NCKIPSD	0	0
NCL	0	0
NCLN	0	0
NCMAP	0	2
NCOA1	0	192
NCOA2	1	0
NCOA3	0	44
NCOA4	0	400
NCOA5	0	0
NCOA6	0	0
NCOA7	0	246
NCOR1	0	721
NCOR2	0	0
NCR1	0	87
NCR2	0	0
NCR3	0	39
NCR3LG1	0	0
NCS1	0	13870
NCSTN	17	1008
NDC1	24	0
NDC80	0	529
NDE1	0	1194
NDEL1	0	0
NDFIP1	0	3604
NDFIP2	0	0
NDN	0	0
NDNF	0	0
NDOR1	0	0
NDP	0	0
NDRG1	0	0
NDRG2	0	0
NDRG3	0	587
NDRG4	30	0
NDST1	4	0
NDST2	0	413
NDST3	0	2
NDST4	0	0
NDUFA1	0	0
NDUFA10	0	170
NDUFA11	0	0
NDUFA12	0	0
NDUFA13	0	0
NDUFA2	0	0
NDUFA3	0	0
NDUFA4	0	0
NDUFA4L2	0	239
NDUFA5	0	825
NDUFA6	0	1238
NDUFA7	0	39
NDUFA8	0	4
NDUFA9	0	0
NDUFAB1	0	7224
NDUFAF1	0	0
NDUFAF2	0	0
